cluster_id,day,month,nyt_id,nyt_pdf_endpoint,perceived_author_gender,xml_id,year,yearDecimal,filename
2,23,5,4fc094c845c1498b0d3840a2,https://timesmachine.nytimes.com/timesmachine/1920/05/23/118318986.pdf,m,118318986,1920,1920.3907103825136,4fc094c845c1498b0d3840a2-2.csv
1,30,7,4fc0576445c1498b0d263f7d,https://timesmachine.nytimes.com/timesmachine/1911/07/30/104831339.pdf,f,104831339,1911,1911.5753424657537,4fc0576445c1498b0d263f7d-1.csv
2,30,7,4fc0576445c1498b0d263f7d,https://timesmachine.nytimes.com/timesmachine/1911/07/30/104831339.pdf,f,104831339,1911,1911.5753424657537,4fc0576445c1498b0d263f7d-2.csv
3,30,7,4fc0576445c1498b0d263f7d,https://timesmachine.nytimes.com/timesmachine/1911/07/30/104831339.pdf,m,104831339,1911,1911.5753424657537,4fc0576445c1498b0d263f7d-3.csv
4,30,7,4fc0576445c1498b0d263f7d,https://timesmachine.nytimes.com/timesmachine/1911/07/30/104831339.pdf,none,104831339,1911,1911.5753424657537,4fc0576445c1498b0d263f7d-4.csv
5,30,7,4fc0576445c1498b0d263f7d,https://timesmachine.nytimes.com/timesmachine/1911/07/30/104831339.pdf,dual,104831339,1911,1911.5753424657537,4fc0576445c1498b0d263f7d-5.csv
1,17,12,4fc07a3645c1498b0d309dc7,https://timesmachine.nytimes.com/timesmachine/1922/12/17/107088555.pdf,m,107088555,1922,1922.958904109589,4fc07a3645c1498b0d309dc7-1.csv
2,17,12,4fc07a3645c1498b0d309dc7,https://timesmachine.nytimes.com/timesmachine/1922/12/17/107088555.pdf,m,107088555,1922,1922.958904109589,4fc07a3645c1498b0d309dc7-2.csv
3,17,12,4fc07a3645c1498b0d309dc7,https://timesmachine.nytimes.com/timesmachine/1922/12/17/107088555.pdf,m,107088555,1922,1922.958904109589,4fc07a3645c1498b0d309dc7-3.csv
4,17,12,4fc07a3645c1498b0d309dc7,https://timesmachine.nytimes.com/timesmachine/1922/12/17/107088555.pdf,none,107088555,1922,1922.958904109589,4fc07a3645c1498b0d309dc7-4.csv
5,17,12,4fc07a3645c1498b0d309dc7,https://timesmachine.nytimes.com/timesmachine/1922/12/17/107088555.pdf,m,107088555,1922,1922.958904109589,4fc07a3645c1498b0d309dc7-5.csv
1,21,1,4fc0597545c1498b0d26cd5a,https://timesmachine.nytimes.com/timesmachine/1911/01/21/104855720.pdf,m,104855720,1911,1911.054794520548,4fc0597545c1498b0d26cd5a-1.csv
1,7,1,4fc053d045c1498b0d253d11,https://timesmachine.nytimes.com/timesmachine/1911/01/07/104817107.pdf,f,104817107,1911,1911.0164383561644,4fc053d045c1498b0d253d11-1.csv
2,7,1,4fc053d045c1498b0d253d11,https://timesmachine.nytimes.com/timesmachine/1911/01/07/104817107.pdf,none,104817107,1911,1911.0164383561644,4fc053d045c1498b0d253d11-2.csv
1,3,10,4fc0703b45c1498b0d2d8ac2,https://timesmachine.nytimes.com/timesmachine/1920/10/03/109799842.pdf,f,109799842,1920,1920.7540983606557,4fc0703b45c1498b0d2d8ac2-1.csv
2,3,10,4fc0703b45c1498b0d2d8ac2,https://timesmachine.nytimes.com/timesmachine/1920/10/03/109799842.pdf,m,109799842,1920,1920.7540983606557,4fc0703b45c1498b0d2d8ac2-2.csv
